timestamp,time,open,high,low,close,volume
2026-01-18T21:36:00,1768761360,1.1769,1.17899,1.1741,1.17792,11372
2026-01-19T04:48:00,1768787280,1.17973,1.1822,1.17628,1.17986,6017
2026-01-19T12:00:00,1768813200,1.171,1.1738,1.16741,1.17105,8934
2026-01-19T19:12:00,1768839120,1.17482,1.1786,1.17198,1.1767,10623
2026-01-20T02:24:00,1768865040,1.1835,1.18704,1.18337,1.18608,11544
2026-01-20T09:36:00,1768890960,1.18676,1.18713,1.18458,1.18752,9140
2026-01-20T16:48:00,1768916880,1.18854,1.19142,1.18663,1.18999,7681
2026-01-21T00:00:00,1768942800,1.19482,1.19929,1.19046,1.19494,10967
2026-01-21T07:12:00,1768968720,1.18882,1.19071,1.18502,1.19181,6030
2026-01-21T14:24:00,1768994640,1.18715,1.18919,1.18528,1.1857,12671
2026-01-21T21:36:00,1769020560,1.19118,1.19527,1.18649,1.18877,8569
2026-01-22T04:48:00,1769046480,1.19585,1.20035,1.19368,1.19557,13860
2026-01-22T12:00:00,1769072400,1.19627,1.20028,1.19469,1.19374,6834
2026-01-22T19:12:00,1769098320,1.18827,1.18978,1.18456,1.18937,12580
2026-01-23T02:24:00,1769124240,1.19785,1.20106,1.19517,1.19757,12575
2026-01-23T09:36:00,1769150160,1.19658,1.19716,1.19627,1.19709,8785
2026-01-23T16:48:00,1769176080,1.19293,1.19312,1.19145,1.193,13213
2026-01-24T00:00:00,1769202000,1.19689,1.20105,1.19369,1.1945,9492
2026-01-24T07:12:00,1769227920,1.18547,1.18789,1.18463,1.18496,6659
2026-01-24T14:24:00,1769253840,1.17739,1.17746,1.17717,1.17655,14816
2026-01-24T21:36:00,1769279760,1.18291,1.18542,1.18252,1.18092,5549
2026-01-25T04:48:00,1769305680,1.17306,1.17333,1.1682,1.17529,8588
2026-01-25T12:00:00,1769331600,1.17645,1.18066,1.1716,1.17868,6748
2026-01-25T19:12:00,1769357520,1.16944,1.17361,1.168,1.16747,11962
2026-01-26T02:24:00,1769383440,1.16449,1.16932,1.16049,1.16482,5396
2026-01-26T09:36:00,1769409360,1.16749,1.17133,1.16489,1.16882,7477
2026-01-26T16:48:00,1769435280,1.16788,1.1709,1.16735,1.16923,6564
2026-01-27T00:00:00,1769461200,1.16417,1.16563,1.16051,1.16255,7753
2026-01-27T07:12:00,1769487120,1.15848,1.15851,1.15442,1.16041,11225
2026-01-27T14:24:00,1769513040,1.16274,1.16499,1.16245,1.163,13693
2026-01-27T21:36:00,1769538960,1.1608,1.16252,1.15634,1.16141,5368
2026-01-28T04:48:00,1769564880,1.16165,1.16505,1.1582,1.16031,8067
2026-01-28T12:00:00,1769590800,1.156,1.15947,1.15561,1.15764,6270
2026-01-28T19:12:00,1769616720,1.15255,1.15384,1.15232,1.15194,12415
2026-01-29T02:24:00,1769642640,1.15563,1.15687,1.15332,1.15589,6876
2026-01-29T09:36:00,1769668560,1.1628,1.16316,1.15856,1.1633,7850
2026-01-29T16:48:00,1769694480,1.16139,1.16563,1.15957,1.16334,7864
2026-01-30T00:00:00,1769720400,1.15394,1.15629,1.15153,1.15627,10404
2026-01-30T07:12:00,1769746320,1.16276,1.16414,1.1615,1.16207,9858
2026-01-30T14:24:00,1769772240,1.17123,1.17334,1.16859,1.17144,12052
2026-01-30T21:36:00,1769798160,1.17172,1.17503,1.16973,1.17035,5079
2026-01-31T04:48:00,1769824080,1.16449,1.16494,1.16337,1.16565,6863
2026-01-31T12:00:00,1769850000,1.17541,1.17673,1.17205,1.17674,9074
2026-01-31T19:12:00,1769875920,1.176,1.17871,1.1732,1.17887,11186
2026-02-01T02:24:00,1769901840,1.17871,1.17945,1.1785,1.17628,10942
2026-02-01T09:36:00,1769927760,1.17009,1.17291,1.16578,1.17135,7693
2026-02-01T16:48:00,1769953680,1.17707,1.18076,1.1734,1.17743,14688
2026-02-02T00:00:00,1769979600,1.16945,1.17438,1.16721,1.17125,6787
2026-02-02T07:12:00,1770005520,1.17818,1.18045,1.17333,1.17695,8901
2026-02-02T14:24:00,1770031440,1.16763,1.16772,1.16591,1.16816,13837
2026-02-02T21:36:00,1770057360,1.17245,1.1737,1.17243,1.17067,7959
2026-02-03T04:48:00,1770083280,1.17161,1.17425,1.17039,1.1718,12305
2026-02-03T12:00:00,1770109200,1.16596,1.16889,1.1647,1.16575,6265
2026-02-03T19:12:00,1770135120,1.16398,1.16511,1.162,1.16225,12815
2026-02-04T02:24:00,1770161040,1.16814,1.17219,1.16624,1.167,7091
2026-02-04T09:36:00,1770186960,1.16169,1.16354,1.15773,1.16288,6896
2026-02-04T16:48:00,1770212880,1.15536,1.1602,1.15091,1.15634,7794
2026-02-05T00:00:00,1770238800,1.14732,1.15129,1.1453,1.14723,6016
2026-02-05T07:12:00,1770264720,1.14449,1.14828,1.14335,1.14693,5180
2026-02-05T14:24:00,1770290640,1.15585,1.15976,1.15098,1.15781,6909
2026-02-05T21:36:00,1770316560,1.15832,1.16031,1.15816,1.15893,9063
2026-02-06T04:48:00,1770342480,1.16332,1.16781,1.15972,1.16553,9552
2026-02-06T12:00:00,1770368400,1.17504,1.178,1.17304,1.17573,5501
2026-02-06T19:12:00,1770394320,1.18565,1.19064,1.18477,1.18624,13016
2026-02-07T02:24:00,1770420240,1.19546,1.19998,1.192,1.19583,13303
2026-02-07T09:36:00,1770446160,1.19358,1.1984,1.19329,1.19246,14648
2026-02-07T16:48:00,1770472080,1.1936,1.19844,1.19278,1.19479,5174
