timestamp,Open,High,Low,Close,Volume
2026-01-11T20:31:46.208093,1.15595,1.15958,1.15478,1.15644,12054
2026-01-11T21:31:46.208093,1.14855,1.15336,1.14641,1.14862,13600
2026-01-11T22:31:46.208093,1.14041,1.14112,1.1359,1.14132,11699
2026-01-11T23:31:46.208093,1.14269,1.14321,1.14069,1.14129,5148
2026-01-12T00:31:46.208093,1.13276,1.1346,1.13122,1.1309,12341
2026-01-12T01:31:46.208093,1.12091,1.12125,1.11682,1.12166,14827
2026-01-12T02:31:46.208093,1.12566,1.12894,1.12334,1.1229,10684
2026-01-12T03:31:46.208093,1.1135,1.11361,1.1118,1.11605,5769
2026-01-12T04:31:46.208093,1.11006,1.11391,1.10861,1.10939,9040
2026-01-12T05:31:46.208093,1.11772,1.12101,1.1167,1.11859,14546
2026-01-12T06:31:46.208093,1.12095,1.12377,1.12012,1.11941,6086
2026-01-12T07:31:46.208093,1.11902,1.12056,1.11721,1.11705,6408
2026-01-12T08:31:46.208093,1.12333,1.12395,1.11911,1.12447,13925
2026-01-12T09:31:46.208093,1.11492,1.11573,1.11309,1.11582,5279
2026-01-12T10:31:46.208093,1.1082,1.11211,1.10409,1.10537,11422
2026-01-12T11:31:46.208093,1.11172,1.11252,1.107,1.11024,9802
2026-01-12T12:31:46.208093,1.11969,1.12044,1.1163,1.11774,6814
2026-01-12T13:31:46.208093,1.1118,1.11528,1.10863,1.11399,12670
2026-01-12T14:31:46.208093,1.11353,1.11508,1.11233,1.11482,11186
2026-01-12T15:31:46.208093,1.11531,1.11886,1.11072,1.11617,13171
2026-01-12T16:31:46.208093,1.12347,1.12675,1.12181,1.12488,9864
2026-01-12T17:31:46.208093,1.11815,1.11849,1.11634,1.12031,10111
2026-01-12T18:31:46.208093,1.12482,1.12921,1.12401,1.12568,5497
2026-01-12T19:31:46.208093,1.12024,1.12499,1.11709,1.12188,12890
2026-01-12T20:31:46.208093,1.12063,1.1234,1.11923,1.11845,8849
2026-01-12T21:31:46.208093,1.1211,1.12251,1.11821,1.1215,10490
2026-01-12T22:31:46.208093,1.11854,1.12274,1.11486,1.11859,12345
2026-01-12T23:31:46.208093,1.11976,1.12299,1.11854,1.12063,9739
2026-01-13T00:31:46.208093,1.1237,1.12554,1.12201,1.12477,5004
2026-01-13T01:31:46.208093,1.13102,1.13504,1.1268,1.13016,14271
2026-01-13T02:31:46.208093,1.13271,1.13712,1.13039,1.1309,10361
2026-01-13T03:31:46.208093,1.1248,1.1262,1.12434,1.12499,13368
2026-01-13T04:31:46.208093,1.12271,1.12521,1.12082,1.12516,10941
2026-01-13T05:31:46.208093,1.12431,1.1277,1.1241,1.12634,12865
2026-01-13T06:31:46.208093,1.11785,1.12102,1.11734,1.11511,6938
2026-01-13T07:31:46.208093,1.10956,1.11436,1.1048,1.11063,7312
2026-01-13T08:31:46.208093,1.10782,1.11137,1.10387,1.10491,14143
2026-01-13T09:31:46.208093,1.11368,1.11575,1.11099,1.11642,5995
2026-01-13T10:31:46.208093,1.12452,1.12722,1.12429,1.12637,7862
2026-01-13T11:31:46.208093,1.1202,1.12506,1.12003,1.12172,8342
2026-01-13T12:31:46.208093,1.11782,1.12054,1.11559,1.11606,12028
2026-01-13T13:31:46.208093,1.11489,1.11938,1.11212,1.11537,12909
2026-01-13T14:31:46.208093,1.10998,1.11204,1.1058,1.10934,11710
2026-01-13T15:31:46.208093,1.11887,1.12285,1.11818,1.11744,9067
2026-01-13T16:31:46.208093,1.11734,1.12186,1.11686,1.11581,7340
2026-01-13T17:31:46.208093,1.11072,1.11188,1.10953,1.10811,5635
2026-01-13T18:31:46.208093,1.10746,1.11105,1.10607,1.10462,14726
2026-01-13T19:31:46.208093,1.10118,1.10383,1.10067,1.09828,12921
2026-01-13T20:31:46.208093,1.09526,1.0979,1.0917,1.09373,5873
2026-01-13T21:31:46.208093,1.08618,1.08691,1.08557,1.08883,14205
2026-01-13T22:31:46.208093,1.08886,1.08932,1.08558,1.08916,13416
2026-01-13T23:31:46.208093,1.08356,1.08616,1.08242,1.08443,7542
2026-01-14T00:31:46.208093,1.08938,1.09332,1.08847,1.08699,12946
2026-01-14T01:31:46.208093,1.07982,1.08415,1.07972,1.07886,5899
2026-01-14T02:31:46.208093,1.08355,1.08724,1.08345,1.08324,11374
2026-01-14T03:31:46.208093,1.08465,1.08823,1.0799,1.08501,8332
2026-01-14T04:31:46.208093,1.07506,1.07803,1.07127,1.07309,13541
2026-01-14T05:31:46.208093,1.07932,1.08264,1.0791,1.08117,10588
2026-01-14T06:31:46.208093,1.07252,1.07569,1.07158,1.07282,9089
2026-01-14T07:31:46.208093,1.06482,1.0678,1.05983,1.06733,7598
2026-01-14T08:31:46.208093,1.06287,1.06779,1.06133,1.06563,13262
2026-01-14T09:31:46.208093,1.06981,1.07134,1.06848,1.06793,11351
2026-01-14T10:31:46.208093,1.05981,1.06169,1.05805,1.0624,10286
2026-01-14T11:31:46.208093,1.06194,1.06306,1.06066,1.05931,11561
2026-01-14T12:31:46.208093,1.06539,1.06866,1.06392,1.06439,12803
2026-01-14T13:31:46.208093,1.06255,1.06331,1.06057,1.06417,14464
2026-01-14T14:31:46.208093,1.07104,1.07516,1.06625,1.07288,11886
2026-01-14T15:31:46.208093,1.08102,1.08244,1.08062,1.07984,6363
2026-01-14T16:31:46.208093,1.07781,1.08139,1.07744,1.07975,7433
2026-01-14T17:31:46.208093,1.08197,1.08431,1.07942,1.08374,12759
2026-01-14T18:31:46.208093,1.08518,1.08782,1.08439,1.08783,8484
2026-01-14T19:31:46.208093,1.0803,1.08401,1.07711,1.07759,7642
2026-01-14T20:31:46.208093,1.07225,1.07352,1.07133,1.07007,14276
2026-01-14T21:31:46.208093,1.07506,1.0755,1.07475,1.07719,14221
2026-01-14T22:31:46.208093,1.07448,1.07559,1.07353,1.07747,11770
2026-01-14T23:31:46.208093,1.07511,1.07888,1.07508,1.07802,11008
2026-01-15T00:31:46.208093,1.07136,1.07601,1.07026,1.07006,13496
2026-01-15T01:31:46.208093,1.06564,1.06793,1.06398,1.06646,9775
2026-01-15T02:31:46.208093,1.06007,1.06357,1.05586,1.05864,7590
2026-01-15T03:31:46.208093,1.06658,1.069,1.06487,1.06422,14445
2026-01-15T04:31:46.208093,1.06354,1.06523,1.05885,1.06653,7099
2026-01-15T05:31:46.208093,1.06,1.06468,1.05825,1.05939,8298
2026-01-15T06:31:46.208093,1.06786,1.07206,1.0666,1.06739,5508
2026-01-15T07:31:46.208093,1.06155,1.06457,1.05914,1.06245,9998
2026-01-15T08:31:46.208093,1.06269,1.06724,1.0603,1.06501,5441
2026-01-15T09:31:46.208093,1.06376,1.06421,1.06272,1.06138,14480
2026-01-15T10:31:46.208093,1.06926,1.07024,1.06695,1.07029,11031
2026-01-15T11:31:46.208093,1.06239,1.06265,1.06034,1.06506,13510
2026-01-15T12:31:46.208093,1.06724,1.07141,1.06276,1.06855,12516
2026-01-15T13:31:46.208093,1.06388,1.06885,1.06385,1.06364,10116
2026-01-15T14:31:46.208093,1.06513,1.06666,1.06199,1.06771,13153
2026-01-15T15:31:46.208093,1.0703,1.07414,1.06588,1.07195,11741
2026-01-15T16:31:46.208093,1.06313,1.06577,1.06038,1.06453,8706
2026-01-15T17:31:46.208093,1.06492,1.06896,1.06176,1.06511,8142
2026-01-15T18:31:46.208093,1.07315,1.07609,1.06825,1.07312,7706
2026-01-15T19:31:46.208093,1.0676,1.07145,1.0671,1.06614,8114
2026-01-15T20:31:46.208093,1.05715,1.05772,1.0552,1.05489,6341
2026-01-15T21:31:46.208093,1.06405,1.06749,1.06132,1.06362,12790
2026-01-15T22:31:46.208093,1.0636,1.06759,1.06271,1.0635,6814
2026-01-15T23:31:46.208093,1.06065,1.06285,1.05929,1.05933,7042
2026-01-16T00:31:46.208093,1.05734,1.06202,1.05451,1.05903,13437
2026-01-16T01:31:46.208093,1.05751,1.06113,1.05652,1.05885,8320
2026-01-16T02:31:46.208093,1.06553,1.07044,1.06091,1.06739,9602
2026-01-16T03:31:46.208093,1.07262,1.07349,1.06881,1.07227,10674
2026-01-16T04:31:46.208093,1.06402,1.06887,1.0636,1.06642,9700
2026-01-16T05:31:46.208093,1.07489,1.07898,1.0705,1.0763,7284
2026-01-16T06:31:46.208093,1.08385,1.08399,1.08014,1.08275,13124
2026-01-16T07:31:46.208093,1.08198,1.08231,1.0815,1.08135,5764
2026-01-16T08:31:46.208093,1.0864,1.09089,1.08288,1.08925,5327
2026-01-16T09:31:46.208093,1.09318,1.09349,1.08869,1.09127,8871
2026-01-16T10:31:46.208093,1.08216,1.08571,1.07811,1.08288,14066
2026-01-16T11:31:46.208093,1.08954,1.09328,1.0859,1.08695,12821
2026-01-16T12:31:46.208093,1.09534,1.09855,1.09336,1.09494,6025
2026-01-16T13:31:46.208093,1.1033,1.1054,1.10203,1.10396,13223
2026-01-16T14:31:46.208093,1.09996,1.10276,1.09716,1.09927,14505
2026-01-16T15:31:46.208093,1.10312,1.10404,1.09861,1.10145,5188
2026-01-16T16:31:46.208093,1.09751,1.09921,1.09318,1.09703,6608
2026-01-16T17:31:46.208093,1.0959,1.09837,1.09126,1.09306,8833
2026-01-16T18:31:46.208093,1.08406,1.08864,1.08199,1.0814,13988
2026-01-16T19:31:46.208093,1.07533,1.07855,1.07215,1.07276,14229
2026-01-16T20:31:46.208093,1.06369,1.06759,1.06129,1.066,9882
2026-01-16T21:31:46.208093,1.06185,1.06682,1.06006,1.05966,11278
2026-01-16T22:31:46.208093,1.06321,1.06512,1.06197,1.06117,14437
2026-01-16T23:31:46.208093,1.0578,1.0626,1.05751,1.05643,5484
2026-01-17T00:31:46.208093,1.0579,1.06093,1.05497,1.05793,14015
2026-01-17T01:31:46.208093,1.05676,1.06033,1.05273,1.05768,13751
2026-01-17T02:31:46.208093,1.05883,1.06012,1.05725,1.06073,7317
2026-01-17T03:31:46.208093,1.06293,1.06711,1.05893,1.06379,9539
2026-01-17T04:31:46.208093,1.05388,1.05426,1.05219,1.05429,11058
2026-01-17T05:31:46.208093,1.05987,1.06133,1.05648,1.0625,11283
2026-01-17T06:31:46.208093,1.05804,1.06191,1.05648,1.06103,8579
2026-01-17T07:31:46.208093,1.06753,1.07052,1.06599,1.06765,7159
2026-01-17T08:31:46.208093,1.06867,1.07306,1.06854,1.06574,14519
2026-01-17T09:31:46.208093,1.0702,1.07512,1.0681,1.07239,14506
2026-01-17T10:31:46.208093,1.07126,1.07575,1.06882,1.07392,9434
2026-01-17T11:31:46.208093,1.08142,1.08258,1.07999,1.08278,9365
2026-01-17T12:31:46.208093,1.07509,1.07902,1.0711,1.0723,8294
2026-01-17T13:31:46.208093,1.06305,1.0676,1.05954,1.06145,6383
2026-01-17T14:31:46.208093,1.06797,1.07282,1.0633,1.06876,5120
2026-01-17T15:31:46.208093,1.06084,1.06338,1.05714,1.06364,12025
2026-01-17T16:31:46.208093,1.0674,1.06841,1.06418,1.06942,8383
2026-01-17T17:31:46.208093,1.06454,1.06898,1.06238,1.06155,6893
2026-01-17T18:31:46.208093,1.06991,1.07046,1.06744,1.06982,9257
2026-01-17T19:31:46.208093,1.06654,1.0711,1.06245,1.06392,12576
2026-01-17T20:31:46.208093,1.07304,1.07663,1.06835,1.07586,5049
2026-01-17T21:31:46.208093,1.06823,1.07308,1.06459,1.06803,6406
2026-01-17T22:31:46.208093,1.07431,1.07671,1.07253,1.07209,10791
2026-01-17T23:31:46.208093,1.07363,1.0766,1.0694,1.07485,14235
2026-01-18T00:31:46.208093,1.08429,1.08861,1.08415,1.08322,6471
2026-01-18T01:31:46.208093,1.07578,1.07769,1.07468,1.07487,6946
2026-01-18T02:31:46.208093,1.08123,1.08412,1.07918,1.07872,11870
2026-01-18T03:31:46.208093,1.07686,1.07919,1.07628,1.07841,13826
2026-01-18T04:31:46.208093,1.07953,1.08079,1.07823,1.08222,13039
2026-01-18T05:31:46.208093,1.07473,1.07696,1.07046,1.07603,14126
2026-01-18T06:31:46.208093,1.06688,1.06748,1.06457,1.06396,8657
2026-01-18T07:31:46.208093,1.06749,1.07223,1.06624,1.06948,11115
2026-01-18T08:31:46.208093,1.07701,1.0786,1.07428,1.07753,7762
2026-01-18T09:31:46.208093,1.08096,1.08291,1.0788,1.07837,7582
2026-01-18T10:31:46.208093,1.07024,1.07118,1.06957,1.0676,10324
2026-01-18T11:31:46.208093,1.06875,1.0711,1.06414,1.07085,12119
2026-01-18T12:31:46.208093,1.07489,1.07859,1.07451,1.0744,13509
2026-01-18T13:31:46.208093,1.06993,1.07048,1.06577,1.06907,5996
2026-01-18T14:31:46.208093,1.07747,1.07825,1.07635,1.07579,5415
2026-01-18T15:31:46.208093,1.06588,1.06739,1.06512,1.06685,6227
2026-01-18T16:31:46.208093,1.06331,1.06402,1.06022,1.06241,13563
2026-01-18T17:31:46.208093,1.05401,1.05521,1.05127,1.05464,12628
2026-01-18T18:31:46.208093,1.05562,1.05926,1.05549,1.05371,7368
2026-01-18T19:31:46.208093,1.05908,1.06236,1.05463,1.06044,10576
2026-01-18T20:31:46.208093,1.06504,1.06757,1.06365,1.06738,12239
2026-01-18T21:31:46.208093,1.07078,1.07136,1.06832,1.068,14455
2026-01-18T22:31:46.208093,1.05817,1.05831,1.0574,1.06114,10871
2026-01-18T23:31:46.208093,1.06581,1.06912,1.06538,1.06604,14152
2026-01-19T00:31:46.208093,1.0649,1.06594,1.06009,1.06604,6996
2026-01-19T01:31:46.208093,1.0735,1.07661,1.06996,1.07447,7769
2026-01-19T02:31:46.208093,1.07078,1.07124,1.06707,1.06824,11097
2026-01-19T03:31:46.208093,1.05936,1.06036,1.05451,1.06135,13322
2026-01-19T04:31:46.208093,1.06197,1.06316,1.06105,1.06108,8032
2026-01-19T05:31:46.208093,1.06951,1.07238,1.06774,1.06751,10902
2026-01-19T06:31:46.208093,1.07197,1.0728,1.06892,1.07428,12531
2026-01-19T07:31:46.208093,1.07496,1.07761,1.0713,1.07669,5398
2026-01-19T08:31:46.208093,1.07948,1.07957,1.07848,1.07932,7022
2026-01-19T09:31:46.208093,1.07622,1.08053,1.07432,1.07724,7439
2026-01-19T10:31:46.208093,1.07922,1.0816,1.07627,1.07651,11730
2026-01-19T11:31:46.208093,1.07794,1.0829,1.07438,1.07801,10195
2026-01-19T12:31:46.208093,1.07566,1.07854,1.074,1.07566,8716
2026-01-19T13:31:46.208093,1.06698,1.06897,1.0659,1.06809,12126
2026-01-19T14:31:46.208093,1.07235,1.07556,1.07151,1.06955,8667
2026-01-19T15:31:46.208093,1.07163,1.0752,1.06806,1.06978,9490
2026-01-19T16:31:46.208093,1.07301,1.07383,1.0698,1.07329,13576
2026-01-19T17:31:46.208093,1.07385,1.07636,1.07257,1.07549,5018
2026-01-19T18:31:46.208093,1.07864,1.0824,1.07567,1.07808,10153
2026-01-19T19:31:46.208093,1.08361,1.08411,1.07957,1.08088,10152
2026-01-19T20:31:46.208093,1.07284,1.07294,1.06904,1.07509,6945
2026-01-19T21:31:46.208093,1.06557,1.06758,1.06182,1.06717,14131
2026-01-19T22:31:46.208093,1.0756,1.07674,1.07282,1.07275,11028
2026-01-19T23:31:46.208093,1.07477,1.07903,1.07214,1.07746,14690
2026-01-20T00:31:46.208093,1.08326,1.08619,1.07862,1.08034,10433
2026-01-20T01:31:46.208093,1.0878,1.09136,1.08631,1.08719,12596
2026-01-20T02:31:46.208093,1.09227,1.09669,1.08937,1.09186,5542
2026-01-20T03:31:46.208093,1.08695,1.08727,1.08223,1.08931,12914
2026-01-20T04:31:46.208093,1.09018,1.09415,1.08802,1.08799,13055
2026-01-20T05:31:46.208093,1.08267,1.08467,1.08154,1.08494,5818
2026-01-20T06:31:46.208093,1.09389,1.09881,1.09075,1.09324,11711
2026-01-20T07:31:46.208093,1.08744,1.09211,1.08433,1.08747,10034
2026-01-20T08:31:46.208093,1.09727,1.0986,1.09504,1.09827,11387
2026-01-20T09:31:46.208093,1.0943,1.09819,1.09208,1.09136,13037
2026-01-20T10:31:46.208093,1.08926,1.09368,1.08871,1.08894,14533
2026-01-20T11:31:46.208093,1.09098,1.09396,1.08617,1.09363,9219
2026-01-20T12:31:46.208093,1.08847,1.09233,1.08715,1.09094,14316
2026-01-20T13:31:46.208093,1.0942,1.09576,1.09016,1.09403,12272
2026-01-20T14:31:46.208093,1.09167,1.09573,1.08979,1.09217,6044
2026-01-20T15:31:46.208093,1.08441,1.08561,1.08438,1.08547,5079
2026-01-20T16:31:46.208093,1.07843,1.07918,1.07437,1.07607,14687
2026-01-20T17:31:46.208093,1.06838,1.07088,1.06511,1.06689,7692
2026-01-20T18:31:46.208093,1.0696,1.06987,1.06851,1.06733,5135
2026-01-20T19:31:46.208093,1.06362,1.06609,1.06152,1.06545,12036
2026-01-20T20:31:46.208093,1.06254,1.06719,1.05942,1.0624,9541
2026-01-20T21:31:46.208093,1.05648,1.0603,1.05596,1.05932,7199
2026-01-20T22:31:46.208093,1.05434,1.05537,1.05121,1.05442,8024
2026-01-20T23:31:46.208093,1.05949,1.06342,1.05815,1.05762,10831
2026-01-21T00:31:46.208093,1.05586,1.06028,1.05544,1.05314,14787
2026-01-21T01:31:46.208093,1.0445,1.04574,1.04013,1.04349,10963
2026-01-21T02:31:46.208093,1.03493,1.03568,1.03251,1.03196,6222
2026-01-21T03:31:46.208093,1.03018,1.03241,1.02561,1.03001,7152
2026-01-21T04:31:46.208093,1.03651,1.03966,1.03384,1.0371,6017
2026-01-21T05:31:46.208093,1.04621,1.0482,1.04181,1.04564,6576
2026-01-21T06:31:46.208093,1.04427,1.04525,1.04084,1.04442,11868
2026-01-21T07:31:46.208093,1.03931,1.0443,1.03591,1.03802,8540
2026-01-21T08:31:46.208093,1.03482,1.03679,1.03212,1.03277,10183
2026-01-21T09:31:46.208093,1.02415,1.02571,1.02159,1.024,8392
2026-01-21T10:31:46.208093,1.02342,1.02636,1.0188,1.02147,8165
2026-01-21T11:31:46.208093,1.02151,1.02344,1.0206,1.02272,5429
2026-01-21T12:31:46.208093,1.02418,1.02448,1.02038,1.02159,5840
2026-01-21T13:31:46.208093,1.01893,1.0199,1.01748,1.01681,13573
2026-01-21T14:31:46.208093,1.01355,1.01811,1.0126,1.0148,12110
2026-01-21T15:31:46.208093,1.02128,1.02491,1.01952,1.01891,13124
2026-01-21T16:31:46.208093,1.01867,1.02177,1.01618,1.01845,9510
2026-01-21T17:31:46.208093,1.01756,1.01879,1.01587,1.01837,9386
2026-01-21T18:31:46.208093,1.01333,1.01339,1.01034,1.0111,9243
2026-01-21T19:31:46.208093,1.00161,1.0024,0.99863,0.99902,13925
2026-01-21T20:31:46.208093,1.00253,1.00348,0.99762,1.00199,7808
2026-01-21T21:31:46.208093,1.00466,1.00472,1.00024,1.00711,13332
2026-01-21T22:31:46.208093,1.01209,1.01383,1.01046,1.01209,9127
2026-01-21T23:31:46.208093,1.00928,1.01234,1.00514,1.00718,14765
2026-01-22T00:31:46.208093,1.01149,1.01227,1.00748,1.01305,7085
2026-01-22T01:31:46.208093,1.00794,1.01,1.00391,1.00929,7048
2026-01-22T02:31:46.208093,1.01067,1.01086,1.00853,1.00846,5392
2026-01-22T03:31:46.208093,1.00682,1.01119,1.00265,1.0068,8571
2026-01-22T04:31:46.208093,1.00207,1.00239,1.00135,1.00503,5014
2026-01-22T05:31:46.208093,1.0063,1.01081,1.00376,1.00374,7436
2026-01-22T06:31:46.208093,0.99678,1.00045,0.99461,0.99505,10988
2026-01-22T07:31:46.208093,0.99432,0.99541,0.99007,0.99175,5357
2026-01-22T08:31:46.208093,0.9945,0.99646,0.99177,0.99722,9708
2026-01-22T09:31:46.208093,0.98987,0.9908,0.98544,0.99175,5322
2026-01-22T10:31:46.208093,0.99185,0.99286,0.99173,0.99462,9028
2026-01-22T11:31:46.208093,0.99933,1.00067,0.99896,0.99701,9425
2026-01-22T12:31:46.208093,1.00302,1.0051,1.00223,1.00045,9079
2026-01-22T13:31:46.208093,0.99237,0.99497,0.98792,0.99468,6715
2026-01-22T14:31:46.208093,1.00231,1.00502,0.99829,1.0045,10783
2026-01-22T15:31:46.208093,0.99999,1.00358,0.99565,0.99913,13072
2026-01-22T16:31:46.208093,1.00877,1.01299,1.00643,1.00778,10697
2026-01-22T17:31:46.208093,1.0043,1.00475,1.00243,1.00646,6683
2026-01-22T18:31:46.208093,1.00187,1.00477,0.99874,1.00072,6992
2026-01-22T19:31:46.208093,0.99939,1.00283,0.99801,0.99723,5351
2026-01-22T20:31:46.208093,0.99847,1.00179,0.99792,0.99943,7814
2026-01-22T21:31:46.208093,1.00042,1.00372,0.9978,1.00171,8705
2026-01-22T22:31:46.208093,1.01082,1.01481,1.0068,1.0136,6721
2026-01-22T23:31:46.208093,1.01377,1.01638,1.01228,1.01389,14375
2026-01-23T00:31:46.208093,1.00498,1.00558,1.00354,1.00474,7870
2026-01-23T01:31:46.208093,1.01061,1.01122,1.00791,1.01336,13841
2026-01-23T02:31:46.208093,1.01166,1.0149,1.00826,1.01232,12863
2026-01-23T03:31:46.208093,1.00965,1.0107,1.00613,1.00955,9768
2026-01-23T04:31:46.208093,1.00882,1.00911,1.00725,1.00879,13923
2026-01-23T05:31:46.208093,1.00078,1.00236,0.99738,1.00104,7915
2026-01-23T06:31:46.208093,1.00357,1.00546,1.00319,1.00265,13551
2026-01-23T07:31:46.208093,1.01251,1.01527,1.00754,1.00969,14639
2026-01-23T08:31:46.208093,1.01678,1.01874,1.01585,1.01655,14934
2026-01-23T09:31:46.208093,1.01332,1.01829,1.00992,1.0118,5345
2026-01-23T10:31:46.208093,1.01467,1.0196,1.00997,1.01226,13092
2026-01-23T11:31:46.208093,1.01612,1.01747,1.01447,1.01457,9015
2026-01-23T12:31:46.208093,1.01613,1.02001,1.01498,1.01599,9357
2026-01-23T13:31:46.208093,1.0186,1.02175,1.01839,1.02054,10606
2026-01-23T14:31:46.208093,1.01731,1.02047,1.01681,1.01969,8132
2026-01-23T15:31:46.208093,1.02824,1.03087,1.0269,1.02666,9520
2026-01-23T16:31:46.208093,1.02765,1.0282,1.02363,1.0277,6697
2026-01-23T17:31:46.208093,1.02675,1.03023,1.02399,1.02474,12908
2026-01-23T18:31:46.208093,1.03203,1.03521,1.02979,1.03369,10741
2026-01-23T19:31:46.208093,1.03401,1.03402,1.0309,1.03571,8303
2026-01-23T20:31:46.208093,1.0288,1.02948,1.02629,1.02653,7165
2026-01-23T21:31:46.208093,1.03621,1.03647,1.03482,1.03652,6247
2026-01-23T22:31:46.208093,1.0437,1.04745,1.04198,1.04176,5440
2026-01-23T23:31:46.208093,1.04299,1.043,1.04126,1.04148,7317
2026-01-24T00:31:46.208093,1.03224,1.03658,1.029,1.03171,12957
2026-01-24T01:31:46.208093,1.03365,1.03393,1.03116,1.03413,8768
2026-01-24T02:31:46.208093,1.04091,1.04575,1.03945,1.04369,11733
2026-01-24T03:31:46.208093,1.05169,1.05332,1.04689,1.05314,5238
2026-01-24T04:31:46.208093,1.04801,1.04945,1.04423,1.04954,9848
2026-01-24T05:31:46.208093,1.04301,1.04478,1.0401,1.04548,13598
2026-01-24T06:31:46.208093,1.04484,1.0454,1.04477,1.04377,6386
2026-01-24T07:31:46.208093,1.03594,1.03782,1.03519,1.0336,11125
2026-01-24T08:31:46.208093,1.03801,1.03947,1.03309,1.03594,7411
2026-01-24T09:31:46.208093,1.02754,1.02962,1.02669,1.02463,10049
2026-01-24T10:31:46.208093,1.01829,1.01997,1.01661,1.01701,13749
2026-01-24T11:31:46.208093,1.01613,1.02087,1.01563,1.01601,8369
2026-01-24T12:31:46.208093,1.02078,1.02146,1.01869,1.02225,10395
2026-01-24T13:31:46.208093,1.01761,1.01762,1.0139,1.0166,5988
2026-01-24T14:31:46.208093,1.01633,1.01865,1.013,1.018,8830
2026-01-24T15:31:46.208093,1.02113,1.02134,1.01936,1.02073,7199
2026-01-24T16:31:46.208093,1.01915,1.02134,1.01623,1.02029,11550
2026-01-24T17:31:46.208093,1.01845,1.01913,1.01348,1.01781,13606
2026-01-24T18:31:46.208093,1.02696,1.02724,1.0234,1.02571,6215
2026-01-24T19:31:46.208093,1.03138,1.03579,1.02842,1.03326,8489
2026-01-24T20:31:46.208093,1.02355,1.0254,1.02157,1.02309,5488
2026-01-24T21:31:46.208093,1.02836,1.03203,1.02388,1.02689,14279
2026-01-24T22:31:46.208093,1.01883,1.0237,1.0177,1.01684,11998
2026-01-24T23:31:46.208093,1.01541,1.02003,1.01533,1.01605,12233
2026-01-25T00:31:46.208093,1.02098,1.02418,1.01871,1.02366,8535
2026-01-25T01:31:46.208093,1.02515,1.02753,1.02466,1.02649,6059
2026-01-25T02:31:46.208093,1.03498,1.03796,1.03294,1.03218,14390
2026-01-25T03:31:46.208093,1.03312,1.03539,1.03201,1.03197,6722
2026-01-25T04:31:46.208093,1.02919,1.03172,1.02652,1.02688,13533
2026-01-25T05:31:46.208093,1.02146,1.02268,1.02062,1.0212,6114
2026-01-25T06:31:46.208093,1.02724,1.03043,1.02407,1.02973,5063
2026-01-25T07:31:46.208093,1.03171,1.03362,1.02985,1.032,7430
2026-01-25T08:31:46.208093,1.03262,1.03614,1.03064,1.03018,8618
2026-01-25T09:31:46.208093,1.02736,1.02756,1.02574,1.02882,6689
2026-01-25T10:31:46.208093,1.03194,1.03663,1.02873,1.02991,9042
2026-01-25T11:31:46.208093,1.03301,1.03564,1.02824,1.03228,7163
2026-01-25T12:31:46.208093,1.03621,1.04027,1.03242,1.03463,5236
2026-01-25T13:31:46.208093,1.04233,1.04437,1.03944,1.0435,13836
